Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
Lisbon,No,4220,3110,73.7,2930,69.43,1744,41.33,09/21/2022
Litchfield,No,8094,6695,82.72,6230,76.97,4196,51.84,09/21/2022
Lyme,No,2316,2262,97.67,2091,90.28,1548,66.84,09/21/2022
Madison,No,18030,16946,93.99,15751,87.36,11201,62.12,09/21/2022
Manchester,Yes,57584,46975,81.58,43518,75.57,25730,44.68,09/21/2022
Mansfield,No,25487,12200,47.87,10774,42.27,7387,28.98,09/21/2022
Marlborough,No,6335,5259,83.01,4986,78.71,3345,52.8,09/21/2022
Meriden,Yes,59395,47831,80.53,44504,74.93,24404,41.09,09/21/2022
Middlebury,No,7798,6516,83.56,6103,78.26,3840,49.24,09/21/2022
Middlefield,No,4374,3516,80.38,3358,76.77,2300,52.58,09/21/2022
Middletown,Yes,46258,38686,83.63,36169,78.19,22404,48.43,09/21/2022
Milford,Yes,54747,43974,80.32,41223,75.3,26391,48.21,09/21/2022
Monroe,No,19434,16101,82.85,15125,77.83,9391,48.32,09/21/2022
Montville,Yes,18508,14017,75.73,12966,70.06,7554,40.81,09/21/2022
Morris,No,2254,1707,75.73,1606,71.25,965,42.81,09/21/2022
Naugatuck,No,31108,23291,74.87,21640,69.56,11555,37.14,09/21/2022
New Britain,Yes,72495,49983,68.95,46017,63.48,22231,30.67,09/21/2022
New Canaan,No,20233,20466,100,18279,90.34,11777,58.21,09/21/2022
New Fairfield,No,13878,11219,80.84,10263,73.95,5953,42.9,09/21/2022
New Hartford,No,6656,5272,79.21,4975,74.74,3280,49.28,09/21/2022
New Haven,Yes,130250,101986,78.3,89439,68.67,47728,36.64,09/21/2022
New London,Yes,26858,20555,76.53,18530,68.99,9606,35.77,09/21/2022
New Milford,No,26805,22767,84.94,21142,78.87,11880,44.32,09/21/2022
Newington,No,30014,25545,85.11,24145,80.45,15679,52.24,09/21/2022
Newtown,No,27891,23734,85.1,22137,79.37,14238,51.05,09/21/2022
Norfolk,No,1630,1255,76.99,1168,71.66,797,48.9,09/21/2022
North Branford,No,14146,11934,84.36,11255,79.56,7367,52.08,09/21/2022
North Canaan,No,3251,2118,65.15,1941,59.7,1177,36.2,09/21/2022
North Haven,No,23683,22025,93,20767,87.69,13579,57.34,09/21/2022
North Stonington,No,5196,3894,74.94,3692,71.05,2343,45.09,09/21/2022
Norwalk,Yes,88816,79411,89.41,71444,80.44,39088,44.01,09/21/2022
Norwich,Yes,38768,29200,75.32,26636,68.71,14481,37.35,09/21/2022
Old Lyme,No,7306,6693,91.61,6285,86.03,4449,60.9,09/21/2022
Old Saybrook,No,10061,9435,93.78,8885,88.31,6129,60.92,09/21/2022
Orange,Yes,13926,12634,90.72,11865,85.2,7869,56.51,09/21/2022
Oxford,No,13255,10108,76.26,9551,72.06,5953,44.91,09/21/2022
Plainfield,Yes,15125,9934,65.68,9311,61.56,5012,33.14,09/21/2022
Plainville,No,17534,13498,76.98,12809,73.05,7862,44.84,09/21/2022
Plymouth,No,11598,7858,67.75,7531,64.93,4427,38.17,09/21/2022
Pomfret,No,4203,3341,79.49,3030,72.09,1849,43.99,09/21/2022
Portland,No,9267,7785,84.01,7431,80.19,5014,54.11,09/21/2022
Preston,No,4625,3531,76.35,3338,72.17,2084,45.06,09/21/2022
Prospect,No,9702,7451,76.8,7125,73.44,4401,45.36,09/21/2022
Putnam,No,9389,6378,67.93,5847,62.28,3139,33.43,09/21/2022
Redding,No,9116,7702,84.49,7057,77.41,4804,52.7,09/21/2022
Ridgefield,No,24959,22875,91.65,20790,83.3,13416,53.75,09/21/2022
Colchester,No,15809,12926,81.76,12227,77.34,7983,50.5,09/28/2022
Colebrook,No,1400,1148,82,1077,76.93,702,50.14,09/28/2022
Columbia,No,5379,4219,78.43,4021,74.75,2683,49.88,09/28/2022
Cornwall,No,1362,1300,95.45,1177,86.42,781,57.34,09/28/2022
Coventry,No,12407,9722,78.36,9269,74.71,5879,47.38,09/28/2022
Cromwell,No,13839,12282,88.75,11684,84.43,7650,55.28,09/28/2022
Danbury,Yes,84694,73768,87.1,65813,77.71,30072,35.51,09/28/2022
Darien,No,21728,21118,97.19,18897,86.97,11839,54.49,09/28/2022
Deep River,No,4443,3901,87.8,3688,83.01,2563,57.69,09/28/2022
Derby,Yes,12339,12859,100,11206,90.82,5928,48.04,09/28/2022
Durham,No,7165,5904,82.4,5643,78.76,3861,53.89,09/28/2022
East Granby,No,5140,4237,82.43,3992,77.67,2494,48.52,09/28/2022
East Haddam,No,8997,7122,79.16,6652,73.94,4306,47.86,09/28/2022
East Hampton,No,12800,10217,79.82,9733,76.04,6357,49.66,09/28/2022
East Hartford,Yes,49872,41283,82.78,37965,76.12,19600,39.3,09/28/2022
East Haven,Yes,28569,20976,73.42,19472,68.16,11498,40.25,09/28/2022
East Lyme,No,18462,16647,90.17,15507,83.99,10735,58.15,09/28/2022
East Windsor,No,11668,8461,72.51,7850,67.28,4649,39.84,09/28/2022
Eastford,No,1790,1170,65.36,1105,61.73,680,37.99,09/28/2022
Easton,No,7521,6589,87.61,6063,80.61,3914,52.04,09/28/2022
Ellington,No,16467,13228,80.33,12413,75.38,7827,47.53,09/28/2022
Enfield,Yes,43659,30568,70.02,28332,64.89,15952,36.54,09/28/2022
Essex,No,6668,6002,90.01,5634,84.49,4100,61.49,09/28/2022
Fairfield,No,62045,52679,84.9,48231,77.74,31273,50.4,09/28/2022
Farmington,No,25497,24041,94.29,22414,87.91,15205,59.63,09/28/2022
Franklin,No,1920,1428,74.38,1357,70.68,868,45.21,09/28/2022
Glastonbury,No,34482,31922,92.58,29921,86.77,21046,61.03,09/28/2022
Goshen,No,2863,2292,80.06,2167,75.69,1431,49.98,09/28/2022
Granby,No,11507,9065,78.78,8497,73.84,5232,45.47,09/28/2022
Greenwich,No,62840,57282,91.16,50866,80.95,28506,45.36,09/28/2022
Griswold,Yes,11534,7768,67.35,7300,63.29,4246,36.81,09/28/2022
Groton,Yes,38436,28492,74.13,26053,67.78,15853,41.25,09/28/2022
Guilford,No,22133,20428,92.3,19156,86.55,13720,61.99,09/28/2022
Haddam,No,8193,7300,89.1,6914,84.39,4653,56.79,09/28/2022
Hamden,No,60556,47582,78.58,44026,72.7,28130,46.45,09/28/2022
Hampton,No,1842,1290,70.03,1206,65.47,812,44.08,09/28/2022
Hartford,Yes,122105,85581,70.09,75917,62.17,34435,28.2,09/28/2022
Hartland,No,2120,1352,63.77,1279,60.33,729,34.39,09/28/2022
Harwinton,No,5420,4214,77.75,3992,73.65,2620,48.34,09/28/2022
Hebron,No,9504,7718,81.21,7329,77.11,5000,52.61,09/28/2022
Kent,No,2777,2767,99.64,2450,88.22,1367,49.23,09/28/2022
Killingly,Yes,17336,11658,67.25,10873,62.72,5827,33.61,09/28/2022
Killingworth,No,6364,5340,83.91,5092,80.01,3519,55.3,09/28/2022
Lebanon,No,7144,5425,75.94,5146,72.03,3389,47.44,09/28/2022
Ledyard,No,14621,11964,81.83,11155,76.29,6849,46.84,09/28/2022
Lisbon,No,4220,3111,73.72,2933,69.5,1754,41.56,09/28/2022
Litchfield,No,8094,6682,82.55,6214,76.77,4182,51.67,09/28/2022
Lyme,No,2316,2268,97.93,2095,90.46,1550,66.93,09/28/2022
Madison,No,18030,16949,94,15758,87.4,11210,62.17,09/28/2022
Manchester,Yes,57584,47025,81.66,43581,75.68,25751,44.72,09/28/2022
Mansfield,No,25487,12239,48.02,10819,42.45,7442,29.2,09/28/2022
Marlborough,No,6335,5266,83.13,4995,78.85,3362,53.07,09/28/2022
Meriden,Yes,59395,47791,80.46,44484,74.9,24386,41.06,09/28/2022
Middlebury,No,7798,6518,83.59,6104,78.28,3842,49.27,09/28/2022
Middlefield,No,4374,3512,80.29,3355,76.7,2298,52.54,09/28/2022
Middletown,Yes,46258,38680,83.62,36194,78.24,22422,48.47,09/28/2022
Milford,Yes,54747,44016,80.4,41305,75.45,26424,48.27,09/28/2022
Monroe,No,19434,16120,82.95,15149,77.95,9401,48.37,09/28/2022
Montville,Yes,18508,14027,75.79,12972,70.09,7561,40.85,09/28/2022
Morris,No,2254,1707,75.73,1603,71.12,965,42.81,09/28/2022
Naugatuck,No,31108,23265,74.79,21626,69.52,11534,37.08,09/28/2022
New Britain,Yes,72495,50009,68.98,46056,63.53,22253,30.7,09/28/2022
New Canaan,No,20233,20466,100,18275,90.32,11773,58.19,09/28/2022
New Fairfield,No,13878,11228,80.91,10278,74.06,5957,42.92,09/28/2022
New Hartford,No,6656,5255,78.95,4955,74.44,3271,49.14,09/28/2022
New Haven,Yes,130250,102117,78.4,89574,68.77,47812,36.71,09/28/2022
New London,Yes,26858,20557,76.54,18556,69.09,9637,35.88,09/28/2022
New Milford,No,26805,22771,84.95,21157,78.93,11909,44.43,09/28/2022
Newington,No,30014,25571,85.2,24174,80.54,15699,52.31,09/28/2022
Newtown,No,27891,23783,85.27,22193,79.57,14289,51.23,09/28/2022
Norfolk,No,1630,1265,77.61,1175,72.09,807,49.51,09/28/2022
North Branford,No,14146,11930,84.33,11253,79.55,7352,51.97,09/28/2022
North Canaan,No,3251,2116,65.09,1937,59.58,1168,35.93,09/28/2022
North Haven,No,23683,22058,93.14,20820,87.91,13611,57.47,09/28/2022
North Stonington,No,5196,3901,75.08,3692,71.05,2349,45.21,09/28/2022
Norwalk,Yes,88816,79427,89.43,71509,80.51,39147,44.08,09/28/2022
Norwich,Yes,38768,29198,75.31,26637,68.71,14494,37.39,09/28/2022
Old Lyme,No,7306,6719,91.97,6319,86.49,4477,61.28,09/28/2022
Old Saybrook,No,10061,9426,93.69,8879,88.25,6132,60.95,09/28/2022
Orange,Yes,13926,12655,90.87,11885,85.34,7882,56.6,09/28/2022
Oxford,No,13255,10112,76.29,9550,72.05,5947,44.87,09/28/2022
Plainfield,Yes,15125,9948,65.77,9326,61.66,5013,33.14,09/28/2022
Plainville,No,17534,13488,76.92,12805,73.03,7865,44.86,09/28/2022
Plymouth,No,11598,7871,67.87,7542,65.03,4439,38.27,09/28/2022
Pomfret,No,4203,3341,79.49,3030,72.09,1850,44.02,09/28/2022
Portland,No,9267,7813,84.31,7456,80.46,5035,54.33,09/28/2022
Preston,No,4625,3531,76.35,3338,72.17,2085,45.08,09/28/2022
Prospect,No,9702,7445,76.74,7119,73.38,4399,45.34,09/28/2022
Putnam,No,9389,6386,68.02,5854,62.35,3147,33.52,09/28/2022
Redding,No,9116,7686,84.31,7049,77.33,4793,52.58,09/28/2022
Ridgefield,No,24959,22917,91.82,20861,83.58,13451,53.89,09/28/2022
Rocky Hill,No,20115,17901,88.99,16799,83.51,10958,54.48,09/28/2022
Roxbury,No,2152,1914,88.94,1778,82.62,1167,54.23,09/28/2022
Salem,No,4083,3403,83.35,3198,78.32,2050,50.21,09/28/2022
Salisbury,No,3600,3962,100,3529,98.03,1912,53.11,09/28/2022
Scotland,No,1672,1061,63.46,1023,61.18,621,37.14,09/28/2022
Seymour,No,16437,12559,76.41,11828,71.96,6760,41.13,09/28/2022
Sharon,No,2689,2039,75.83,1863,69.28,1006,37.41,09/28/2022
Shelton,No,41129,33128,80.55,31109,75.64,19219,46.73,09/28/2022
Sherman,No,3630,2709,74.63,2511,69.17,1500,41.32,09/28/2022
Simsbury,No,25395,22936,90.32,21326,83.98,14583,57.42,09/28/2022
Somers,No,10784,7498,69.53,6926,64.22,4026,37.33,09/28/2022
South Windsor,No,26162,24074,92.02,22523,86.09,15007,57.36,09/28/2022
Southbury,No,19571,16366,83.62,15315,78.25,10275,52.5,09/28/2022
Southington,No,43834,35765,81.59,34089,77.77,22015,50.22,09/28/2022
Sprague,No,2859,1975,69.08,1846,64.57,1082,37.85,09/28/2022
Stafford,No,11893,7657,64.38,7171,60.3,4231,35.58,09/28/2022
Stamford,Yes,129638,122030,94.13,107691,83.07,57083,44.03,09/28/2022
Sterling,No,3782,2276,60.18,2144,56.69,1125,29.75,09/28/2022
Stonington,No,18559,16008,86.25,14969,80.66,10194,54.93,09/28/2022
Stratford,No,51849,41593,80.22,38719,74.68,22375,43.15,09/28/2022
Suffield,No,15814,11856,74.97,10863,68.69,6094,38.54,09/28/2022
Thomaston,No,7535,5687,75.47,5403,71.71,3218,42.71,09/28/2022
Thompson,No,9379,5396,57.53,4940,52.67,2649,28.24,09/28/2022
Tolland,No,14618,12253,83.82,11650,79.7,7639,52.26,09/28/2022
Torrington,Yes,34044,26441,77.67,24864,73.03,14511,42.62,09/28/2022
Trumbull,No,35673,32590,91.36,30375,85.15,18895,52.97,09/28/2022
Union,No,839,576,68.65,540,64.36,366,43.62,09/28/2022
Vernon,Yes,29359,23856,81.26,22276,75.87,13599,46.32,09/28/2022
Voluntown,No,2510,1931,76.93,1835,73.11,1082,43.11,09/28/2022
Wallingford,No,44326,37169,83.85,34976,78.91,22749,51.32,09/28/2022
Warren,No,1395,1105,79.21,1017,72.9,636,45.59,09/28/2022
Washington,No,3428,3335,97.29,2876,83.9,1759,51.31,09/28/2022
Waterbury,Yes,107568,77711,72.24,69994,65.07,30788,28.62,09/28/2022
Waterford,Yes,18746,16462,87.82,15574,83.08,10276,54.82,09/28/2022
Watertown,No,21578,17099,79.24,16104,74.63,9562,44.31,09/28/2022
West Hartford,Yes,62965,60139,95.51,55424,88.02,37897,60.19,09/28/2022
West Haven,Yes,54620,42983,78.69,39340,72.02,21370,39.12,09/28/2022
Westbrook,No,6869,6007,87.45,5612,81.7,3783,55.07,09/28/2022
Weston,No,10252,9821,95.8,8891,86.72,6010,58.62,09/28/2022
Westport,No,28491,27218,95.53,24534,86.11,16982,59.6,09/28/2022
Wethersfield,No,26008,23448,90.16,22205,85.38,14367,55.24,09/28/2022
Willington,No,5864,4093,69.8,3827,65.26,2478,42.26,09/28/2022
Wilton,No,18343,17748,96.76,16160,88.1,10706,58.37,09/28/2022
Winchester,Yes,10604,7629,71.94,7163,67.55,4350,41.02,09/28/2022
Windham,Yes,24561,17306,70.46,15882,64.66,8424,34.3,09/28/2022
Windsor,No,28733,25064,87.23,23372,81.34,14588,50.77,09/28/2022
Windsor Locks,Yes,12854,9693,75.41,9046,70.37,5549,43.17,09/28/2022
Wolcott,No,16587,12395,74.73,11773,70.98,6627,39.95,09/28/2022
Woodbridge,No,8750,8355,95.49,7731,88.35,5410,61.83,09/28/2022
Woodbury,No,9502,7702,81.06,7299,76.82,4736,49.84,09/28/2022
Woodstock,No,7858,5898,75.06,5391,68.61,3191,40.61,09/28/2022
Address pending validation,,,12073,,9777,,3160,,09/28/2022
Andover,No,3236,2468,76.27,2366,73.11,1567,48.42,09/28/2022
Ansonia,Yes,18654,13499,72.37,12608,67.59,6865,36.8,09/28/2022
Ashford,No,4255,3109,73.07,2934,68.95,1891,44.44,09/28/2022
Avon,No,18276,17719,96.95,16444,89.98,11546,63.18,09/28/2022
Barkhamsted,No,3606,2836,78.65,2708,75.1,1814,50.31,09/28/2022
Beacon Falls,No,6222,4548,73.1,4303,69.16,2707,43.51,09/28/2022
Berlin,No,20436,16548,80.97,15705,76.85,10477,51.27,09/28/2022
Bethany,No,5548,4532,81.69,4268,76.93,2768,49.89,09/28/2022
Bethel,No,19800,16580,83.74,15324,77.39,9159,46.26,09/28/2022
Bethlehem,No,3402,2450,72.02,2308,67.84,1437,42.24,09/28/2022
Bloomfield,No,21211,18236,85.97,16918,79.76,10671,50.31,09/28/2022
Bolton,No,4884,4019,82.29,3812,78.05,2611,53.46,09/28/2022
Bozrah,No,2726,1872,68.67,1778,65.22,1159,42.52,09/28/2022
Branford,No,27900,23608,84.62,22091,79.18,15124,54.21,09/28/2022
Bridgeport,Yes,144399,108057,74.83,96220,66.63,40290,27.9,09/28/2022
Bridgewater,No,1635,1407,86.06,1303,79.69,863,52.78,09/28/2022
Bristol,Yes,59947,47111,78.59,44284,73.87,25762,42.97,09/28/2022
Brookfield,No,16973,14602,86.03,13554,79.86,8233,48.51,09/28/2022
Brooklyn,No,8272,5894,71.25,5466,66.08,3281,39.66,09/28/2022
Burlington,No,9704,7849,80.88,7521,77.5,5015,51.68,09/28/2022
Canaan,No,1053,1358,100,1244,100,800,75.97,09/28/2022
Canterbury,No,5079,3618,71.23,3418,67.3,2010,39.57,09/28/2022
Canton,No,10254,8483,82.73,7994,77.96,5452,53.17,09/28/2022
Chaplin,No,2239,1614,72.09,1511,67.49,933,41.67,09/28/2022
Cheshire,No,28937,25449,87.95,23953,82.78,16637,57.49,09/28/2022
Chester,No,4213,3407,80.87,3209,76.17,2269,53.86,09/28/2022
Clinton,No,12925,11513,89.08,10790,83.48,7197,55.68,09/28/2022
Address pending validation,,,12016,,9718,,3144,,10/05/2022
Andover,No,3236,2470,76.33,2369,73.21,1568,48.45,10/05/2022
Ansonia,Yes,18654,13505,72.4,12614,67.62,6871,36.83,10/05/2022
Ashford,No,4255,3113,73.16,2939,69.07,1892,44.47,10/05/2022
Avon,No,18276,17741,97.07,16481,90.18,11579,63.36,10/05/2022
Barkhamsted,No,3606,2835,78.62,2710,75.15,1818,50.42,10/05/2022
Beacon Falls,No,6222,4549,73.11,4308,69.24,2712,43.59,10/05/2022
Berlin,No,20436,16546,80.96,15720,76.92,10487,51.32,10/05/2022
Bethany,No,5548,4540,81.83,4277,77.09,2779,50.09,10/05/2022
Bethel,No,19800,16577,83.72,15330,77.42,9175,46.34,10/05/2022
Bethlehem,No,3402,2459,72.28,2317,68.11,1445,42.48,10/05/2022
Bloomfield,No,21211,18237,85.98,16919,79.77,10678,50.34,10/05/2022
Bolton,No,4884,4014,82.19,3810,78.01,2610,53.44,10/05/2022
Bozrah,No,2726,1872,68.67,1778,65.22,1157,42.44,10/05/2022
Branford,No,27900,23624,84.67,22112,79.25,15143,54.28,10/05/2022
Bridgeport,Yes,144399,108015,74.8,96253,66.66,40329,27.93,10/05/2022
Bridgewater,No,1635,1403,85.81,1302,79.63,865,52.91,10/05/2022
Bristol,Yes,59947,47142,78.64,44343,73.97,25821,43.07,10/05/2022
Brookfield,No,16973,14603,86.04,13565,79.92,8241,48.55,10/05/2022
Brooklyn,No,8272,5910,71.45,5483,66.28,3298,39.87,10/05/2022
Burlington,No,9704,7855,80.95,7533,77.63,5027,51.8,10/05/2022
Canaan,No,1053,1395,100,1278,100,826,78.44,10/05/2022
Canterbury,No,5079,3621,71.29,3419,67.32,2010,39.57,10/05/2022
Canton,No,10254,8490,82.8,8004,78.06,5463,53.28,10/05/2022
Chaplin,No,2239,1613,72.04,1513,67.57,934,41.72,10/05/2022
Cheshire,No,28937,25455,87.97,23971,82.84,16653,57.55,10/05/2022
Chester,No,4213,3406,80.85,3207,76.12,2271,53.9,10/05/2022
Clinton,No,12925,11521,89.14,10809,83.63,7217,55.84,10/05/2022
Colchester,No,15809,12951,81.92,12251,77.49,8006,50.64,10/05/2022
Colebrook,No,1400,1145,81.79,1075,76.79,702,50.14,10/05/2022
Columbia,No,5379,4223,78.51,4030,74.92,2688,49.97,10/05/2022
Cornwall,No,1362,1300,95.45,1176,86.34,785,57.64,10/05/2022
Coventry,No,12407,9736,78.47,9282,74.81,5895,47.51,10/05/2022
Cromwell,No,13839,12290,88.81,11695,84.51,7665,55.39,10/05/2022
Danbury,Yes,84694,73777,87.11,65880,77.79,30179,35.63,10/05/2022
Darien,No,21728,21121,97.21,18944,87.19,11857,54.57,10/05/2022
Deep River,No,4443,3898,87.73,3688,83.01,2568,57.8,10/05/2022
Derby,Yes,12339,12839,100,11193,90.71,5919,47.97,10/05/2022
Durham,No,7165,5902,82.37,5643,78.76,3859,53.86,10/05/2022
East Granby,No,5140,4238,82.45,3993,77.68,2504,48.72,10/05/2022
East Haddam,No,8997,7115,79.08,6648,73.89,4299,47.78,10/05/2022
East Hampton,No,12800,10220,79.84,9745,76.13,6365,49.73,10/05/2022
East Hartford,Yes,49872,41275,82.76,37970,76.13,19622,39.34,10/05/2022
East Haven,Yes,28569,20986,73.46,19478,68.18,11505,40.27,10/05/2022
East Lyme,No,18462,16643,90.15,15514,84.03,10749,58.22,10/05/2022
East Windsor,No,11668,8454,72.45,7849,67.27,4647,39.83,10/05/2022
Eastford,No,1790,1174,65.59,1109,61.96,683,38.16,10/05/2022
Easton,No,7521,6588,87.59,6068,80.68,3914,52.04,10/05/2022
Ellington,No,16467,13244,80.43,12429,75.48,7846,47.65,10/05/2022
Enfield,Yes,43659,30601,70.09,28351,64.94,15967,36.57,10/05/2022
Essex,No,6668,6023,90.33,5658,84.85,4124,61.85,10/05/2022
Fairfield,No,62045,52671,84.89,48277,77.81,31292,50.43,10/05/2022
Farmington,No,25497,24044,94.3,22427,87.96,15223,59.71,10/05/2022
Franklin,No,1920,1425,74.22,1354,70.52,866,45.1,10/05/2022
Glastonbury,No,34482,31940,92.63,29955,86.87,21085,61.15,10/05/2022
Goshen,No,2863,2293,80.09,2166,75.65,1431,49.98,10/05/2022
Granby,No,11507,9056,78.7,8492,73.8,5243,45.56,10/05/2022
Greenwich,No,62840,57276,91.15,50921,81.03,28557,45.44,10/05/2022
Griswold,Yes,11534,7773,67.39,7308,63.36,4249,36.84,10/05/2022
Groton,Yes,38436,28510,74.18,26082,67.86,15889,41.34,10/05/2022
Guilford,No,22133,20413,92.23,19173,86.63,13749,62.12,10/05/2022
Haddam,No,8193,7305,89.16,6923,84.5,4664,56.93,10/05/2022
Hamden,No,60556,47641,78.67,44060,72.76,28201,46.57,10/05/2022
Hampton,No,1842,1290,70.03,1208,65.58,813,44.14,10/05/2022
Hartford,Yes,122105,85629,70.13,75978,62.22,34495,28.25,10/05/2022
Hartland,No,2120,1351,63.73,1279,60.33,731,34.48,10/05/2022
Harwinton,No,5420,4218,77.82,3999,73.78,2624,48.41,10/05/2022
Hebron,No,9504,7729,81.32,7339,77.22,5010,52.71,10/05/2022
Kent,No,2777,2775,99.93,2459,88.55,1374,49.48,10/05/2022
Killingly,Yes,17336,11659,67.25,10882,62.77,5838,33.68,10/05/2022
Killingworth,No,6364,5348,84.04,5097,80.09,3521,55.33,10/05/2022
Lebanon,No,7144,5417,75.83,5144,72,3397,47.55,10/05/2022
Ledyard,No,14621,11966,81.84,11164,76.36,6851,46.86,10/05/2022
Lisbon,No,4220,3108,73.65,2930,69.43,1750,41.47,10/05/2022
Litchfield,No,8094,6681,82.54,6220,76.85,4185,51.7,10/05/2022
Lyme,No,2316,2265,97.8,2093,90.37,1548,66.84,10/05/2022
Madison,No,18030,16968,94.11,15791,87.58,11223,62.25,10/05/2022
Manchester,Yes,57584,47042,81.69,43608,75.73,25775,44.76,10/05/2022
Mansfield,No,25487,12235,48,10820,42.45,7447,29.22,10/05/2022
Marlborough,No,6335,5273,83.24,5000,78.93,3367,53.15,10/05/2022
Meriden,Yes,59395,47795,80.47,44494,74.91,24403,41.09,10/05/2022
Middlebury,No,7798,6528,83.71,6114,78.4,3856,49.45,10/05/2022
Middlefield,No,4374,3511,80.27,3357,76.75,2299,52.56,10/05/2022
Middletown,Yes,46258,38682,83.62,36219,78.3,22453,48.54,10/05/2022
Milford,Yes,54747,44002,80.37,41313,75.46,26451,48.31,10/05/2022
Monroe,No,19434,16119,82.94,15152,77.97,9408,48.41,10/05/2022
Montville,Yes,18508,14029,75.8,12972,70.09,7561,40.85,10/05/2022
Morris,No,2254,1710,75.87,1606,71.25,968,42.95,10/05/2022
Naugatuck,No,31108,23266,74.79,21635,69.55,11553,37.14,10/05/2022
New Britain,Yes,72495,50026,69.01,46089,63.58,22286,30.74,10/05/2022
New Canaan,No,20233,20465,100,18296,90.43,11789,58.27,10/05/2022
New Fairfield,No,13878,11231,80.93,10281,74.08,5959,42.94,10/05/2022
New Hartford,No,6656,5255,78.95,4951,74.38,3270,49.13,10/05/2022
New Haven,Yes,130250,102175,78.45,89684,68.86,47883,36.76,10/05/2022
New London,Yes,26858,20512,76.37,18531,69,9615,35.8,10/05/2022
New Milford,No,26805,22759,84.91,21155,78.92,11903,44.41,10/05/2022
Newington,No,30014,25563,85.17,24188,80.59,15711,52.35,10/05/2022
Newtown,No,27891,23764,85.2,22182,79.53,14294,51.25,10/05/2022
Norfolk,No,1630,1265,77.61,1174,72.02,808,49.57,10/05/2022
North Branford,No,14146,11914,84.22,11246,79.5,7350,51.96,10/05/2022
North Canaan,No,3251,2100,64.6,1928,59.3,1156,35.56,10/05/2022
North Haven,No,23683,22047,93.09,20816,87.89,13613,57.48,10/05/2022
North Stonington,No,5196,3903,75.12,3691,71.04,2349,45.21,10/05/2022
Norwalk,Yes,88816,79433,89.44,71567,80.58,39197,44.13,10/05/2022
Norwich,Yes,38768,29200,75.32,26655,68.76,14506,37.42,10/05/2022
Old Lyme,No,7306,6726,92.06,6329,86.63,4488,61.43,10/05/2022
Old Saybrook,No,10061,9430,93.73,8887,88.33,6147,61.1,10/05/2022
Orange,Yes,13926,12652,90.85,11885,85.34,7886,56.63,10/05/2022
Oxford,No,13255,10108,76.26,9553,72.07,5952,44.9,10/05/2022
Plainfield,Yes,15125,9946,65.76,9332,61.7,5025,33.22,10/05/2022
Plainville,No,17534,13487,76.92,12806,73.04,7868,44.87,10/05/2022
Plymouth,No,11598,7850,67.68,7522,64.86,4428,38.18,10/05/2022
Pomfret,No,4203,3348,79.66,3037,72.26,1858,44.21,10/05/2022
Portland,No,9267,7819,84.37,7474,80.65,5053,54.53,10/05/2022
Preston,No,4625,3528,76.28,3339,72.19,2089,45.17,10/05/2022
Prospect,No,9702,7447,76.76,7120,73.39,4401,45.36,10/05/2022
Putnam,No,9389,6384,67.99,5858,62.39,3152,33.57,10/05/2022
Redding,No,9116,7693,84.39,7064,77.49,4804,52.7,10/05/2022
Ridgefield,No,24959,22912,91.8,20889,83.69,13459,53.92,10/05/2022
Rocky Hill,No,20115,17898,88.98,16807,83.55,10968,54.53,10/05/2022
Roxbury,No,2152,1921,89.27,1784,82.9,1173,54.51,10/05/2022
Salem,No,4083,3403,83.35,3200,78.37,2052,50.26,10/05/2022
Salisbury,No,3600,3965,100,3526,97.94,1917,53.25,10/05/2022
Scotland,No,1672,1059,63.34,1021,61.06,620,37.08,10/05/2022
Seymour,No,16437,12565,76.44,11837,72.01,6767,41.17,10/05/2022
Sharon,No,2689,2035,75.68,1857,69.06,1013,37.67,10/05/2022
Shelton,No,41129,33173,80.66,31138,75.71,19272,46.86,10/05/2022
Sherman,No,3630,2717,74.85,2516,69.31,1507,41.52,10/05/2022
Simsbury,No,25395,22998,90.56,21392,84.24,14635,57.63,10/05/2022
Somers,No,10784,7491,69.46,6923,64.2,4032,37.39,10/05/2022
South Windsor,No,26162,24070,92,22531,86.12,15008,57.37,10/05/2022
Southbury,No,19571,16389,83.74,15344,78.4,10308,52.67,10/05/2022
Southington,No,43834,35776,81.62,34105,77.8,22044,50.29,10/05/2022
Sprague,No,2859,1972,68.98,1843,64.46,1082,37.85,10/05/2022
Stafford,No,11893,7656,64.37,7165,60.25,4226,35.53,10/05/2022
Stamford,Yes,129638,121984,94.1,107794,83.15,57170,44.1,10/05/2022
Sterling,No,3782,2273,60.1,2144,56.69,1123,29.69,10/05/2022
Stonington,No,18559,16024,86.34,14987,80.75,10216,55.05,10/05/2022
